Original_Index,Head,Tail,True_Relation,Model_Raw_Output,Parsed_Prediction
158,/m/02bh8z,/m/01pctb,/music/record_label/artist,**Predicted Relation:** /base/popstra/celebrity/friendship./base/popstra/friendship/participant,/base/popstra/celebrity/friendship./base/popstra/friendship/participant
159,/m/01q0kg,/m/019sc,/education/educational_institution/colors,**Predicted Relation:** /education/educational_institution/colors,/education/educational_institution/colors
160,/m/015bpl,/m/03ft8,/film/film/written_by,**Predicted Relation:** /film/film/written_by,/film/film/written_by
161,/m/01vvb4m,/m/07bdd_,/award/award_nominee/award_nominations./award/award_nomination/award,**Predicted Relation:** /award/award_nominee/award_nominations./award/award_nomination/nominated_for,/award/award_nominee/award_nominations./award/award_nomination/nominated_for
162,/m/0lcx,/m/032l1,/influence/influence_node/influenced_by,**Predicted Relation:** /influence/influence_node/influenced_by,/influence/influence_node/influenced_by
163,/m/0gq_d,/m/02yvhx,/award/award_category/winners./award/award_honor/ceremony,**Predicted Relation:** /award/award_category/winners./award/award_honor/ceremony,/award/award_category/winners./award/award_honor/ceremony
164,/m/05fjf,/m/0xr0t,/location/location/contains,**Predicted Relation:** /location/location/contains,/location/location/contains
165,/m/079yb,/m/08mbj5d,/common/topic/webpage./common/webpage/category,**Predicted Relation:** /common/topic/webpage./common/webpage/category,/common/topic/webpage./common/webpage/category
166,/m/0lgxj,/m/05v8c,/olympics/olympic_games/participating_countries,**Predicted Relation:** /olympics/olympic_games/participating_countries,/olympics/olympic_games/participating_countries
167,/m/01pgk0,/m/016z4k,/people/person/profession,**Predicted Relation:** /people/person/profession,/people/person/profession
168,/m/05p09zm,/m/03cmsqb,/award/award_category/nominees./award/award_nomination/nominated_for,**Predicted Relation:** /award/award_category/winners./award/award_honor/award_winner,/award/award_category/winners./award/award_honor/award_winner
169,/m/02z0dfh,/m/02r858_,/award/award_category/nominees./award/award_nomination/nominated_for,**Predicted Relation:** /award/award_nominee/award_nominations./award/award_nomination/nominated_for,/award/award_nominee/award_nominations./award/award_nomination/nominated_for
170,/m/03hl6lc,/m/06fpsx,/award/award_category/nominees./award/award_nomination/nominated_for,**Predicted Relation:** /award/award_nominee/award_nominations./award/award_nomination/nominated_for,/award/award_nominee/award_nominations./award/award_nomination/nominated_for
171,/m/02n9nmz,/m/025rxjq,/award/award_category/nominees./award/award_nomination/nominated_for,**Predicted Relation:** /award/award_nominee/award_nominations./award/award_nomination/nominated_for,/award/award_nominee/award_nominations./award/award_nomination/nominated_for
172,/m/0g8_vp,/m/09c7w0,/people/ethnicity/geographic_distribution,**Predicted Relation:** /people/ethnicity/people,/people/ethnicity/people
173,/m/02cbhg,/m/09zzb8,/film/film/other_crew./film/film_crew_gig/film_crew_role,**Predicted Relation:** /film/film/other_crew./film/film_crew_gig/film_crew_role,/film/film/other_crew./film/film_crew_gig/film_crew_role
174,/m/07dzf,/m/04n6k,/user/tsegaran/random/taxonomy_subject/entry./user/tsegaran/random/taxonomy_entry/taxonomy,**Predicted Relation:** /location/country/official_language,/location/country/official_language
175,/m/04ztj,/m/02hvkf,/people/marriage_union_type/unions_of_this_type./people/marriage/location_of_ceremony,**Predicted Relation:** /people/marriage/location_of_ceremony,/people/marriage/location_of_ceremony
176,/m/019n9w,/m/019n9w,/education/educational_institution/campuses,**Predicted Relation:** /education/educational_institution/campuses,/education/educational_institution/campuses
177,/m/01y8cr,/m/01_d4,/people/person/place_of_birth,**Predicted Relation:** /people/person/place_of_birth,/people/person/place_of_birth
178,/m/0bqxw,/m/01l849,/education/educational_institution/colors,**Predicted Relation:** /education/educational_institution/colors,/education/educational_institution/colors
179,/m/03gqgt3,/m/05b4w,/military/military_conflict/combatants./military/military_combatant_group/combatants,**Predicted Relation:** /military/military_conflict/combatants./military/military_combatant_group/combatants,/military/military_conflict/combatants./military/military_combatant_group/combatants
180,/m/0dzf_,/m/02hrh1q,/people/person/profession,**Predicted Relation:** /people/person/profession,/people/person/profession
181,/m/0ggq0m,/m/0459z,/music/genre/artists,**Predicted Relation:** /music/genre/artists,/music/genre/artists
182,/m/04nnpw,/m/09nqf,/film/film/estimated_budget./measurement_unit/dated_money_value/currency,**Predicted Relation:** /award/award_winning_work/awards_won./award/award_honor/award_winner,/award/award_winning_work/awards_won./award/award_honor/award_winner
183,/m/04cw0j,/m/012t_z,/people/person/profession,**Predicted Relation:** /people/person/profession,/people/person/profession
184,/m/0drtv8,/m/013pk3,/award/award_ceremony/awards_presented./award/award_honor/award_winner,**Predicted Relation:** /award/award_ceremony/awards_presented./award/award_honor/award_winner,/award/award_ceremony/awards_presented./award/award_honor/award_winner
185,/m/03vrv9,/m/029k4p,/film/actor/film./film/performance/film,**Predicted Relation:** /film/actor/film./film/performance/film,/film/actor/film./film/performance/film
186,/m/0gpprt,/m/02x4sn8,/award/award_nominee/award_nominations./award/award_nomination/award,**Predicted Relation:** /award/award_nominee/award_nominations./award/award_nomination/nominated_for,/award/award_nominee/award_nominations./award/award_nomination/nominated_for
187,/m/027c95y,/m/015np0,/award/award_category/winners./award/award_honor/award_winner,**Predicted Relation:** /award/award_category/winners./award/award_honor/award_winner,/award/award_category/winners./award/award_honor/award_winner
188,/m/01pr_j6,/m/04ztj,/people/person/spouse_s./people/marriage/type_of_union,**Predicted Relation:** /people/person/spouse_s./people/marriage/type_of_union,/people/person/spouse_s./people/marriage/type_of_union
189,/m/03339m,/m/01516r,/music/genre/artists,**Predicted Relation:** /music/genre/artists,/music/genre/artists
190,/m/020qr4,/m/025s89p,/tv/tv_program/genre,**Predicted Relation:** /tv/tv_program/genre,/tv/tv_program/genre
191,/m/04180vy,/m/089fss,/film/film/other_crew./film/film_crew_gig/film_crew_role,**Predicted Relation:** /film/film/other_crew./film/film_crew_gig/film_crew_role,/film/film/other_crew./film/film_crew_gig/film_crew_role
192,/m/02lg3y,/m/01l1sq,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,**Predicted Relation:** /award/award_nominee/award_nominations./award/award_nomination/award_nominee,/award/award_nominee/award_nominations./award/award_nomination/award_nominee
193,/m/099jhq,/m/02rx2m5,/award/award_category/nominees./award/award_nomination/nominated_for,**Predicted Relation:** /award/award_nominee/award_nominations./award/award_nomination/nominated_for,/award/award_nominee/award_nominations./award/award_nomination/nominated_for
194,/m/0gh8zks,/m/07t21,/film/film/release_date_s./film/film_regional_release_date/film_release_region,**Predicted Relation:** /film/film/release_date_s./film/film_regional_release_date/film_release_region,/film/film/release_date_s./film/film_regional_release_date/film_release_region
195,/m/01vsy9_,/m/05zppz,/people/person/gender,**Predicted Relation:** /people/person/gender,/people/person/gender
196,/m/0dr31,/m/08mbj5d,/common/topic/webpage./common/webpage/category,**Predicted Relation:** /location/location/contains,/location/location/contains
197,/m/011yrp,/m/0f8l9c,/film/film/release_date_s./film/film_regional_release_date/film_release_region,**Predicted Relation:** /film/film/release_date_s./film/film_regional_release_date/film_release_region,/film/film/release_date_s./film/film_regional_release_date/film_release_region
198,/m/04xbq3,/m/0p_47,/film/film/personal_appearances./film/personal_film_appearance/person,**Predicted Relation:** /tv/tv_program/regular_cast./tv/regular_tv_appearance/actor,/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor
199,/m/04y0yc,/m/02hrh1q,/people/person/profession,**Predicted Relation:** /people/person/profession,/people/person/profession
200,/m/02pqp12,/m/02vqsll,/award/award_category/nominees./award/award_nomination/nominated_for,**Predicted Relation:** /film/director/film,/film/director/film
201,/m/03_c8p,/m/02h40lc,/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_language,**Predicted Relation:** /language/human_language/countries_spoken_in,/language/human_language/countries_spoken_in
202,/m/07cn2c,/m/03902,/people/person/place_of_birth,**Predicted Relation:** /people/person/place_of_birth,/people/person/place_of_birth
203,/m/0jm3b,/m/01jsn5,/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/school,**Predicted Relation:** /sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/school,/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/school
204,/m/0807ml,/m/02hrh1q,/people/person/profession,**Predicted Relation:** /people/person/profession,/people/person/profession
205,/m/03w6sj,/m/088q1s,/military/military_conflict/combatants./military/military_combatant_group/combatants,**Predicted Relation:** /military/military_conflict/combatants./military/military_combatant_group/combatants,/military/military_conflict/combatants./military/military_combatant_group/combatants
206,/m/019fz,/m/02079p,/government/politician/government_positions_held./government/government_position_held/basic_title,**Predicted Relation:** /government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office,/government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office
207,/m/034ls,/m/04ztj,/people/person/spouse_s./people/marriage/type_of_union,**Predicted Relation:** /people/person/spouse_s./people/marriage/location_of_ceremony,/people/person/spouse_s./people/marriage/location_of_ceremony
208,/m/011yhm,/m/0vgkd,/film/film/genre,**Predicted Relation:** /film/film/genre,/film/film/genre
209,/m/06dn58,/m/0789_m,/award/award_nominee/award_nominations./award/award_nomination/award,**Predicted Relation:** /award/award_nominee/award_nominations./award/award_nomination/award,/award/award_nominee/award_nominations./award/award_nomination/award
210,/m/07gghl,/m/046b0s,/film/film/production_companies,**Predicted Relation:** /film/film/production_companies,/film/film/production_companies
211,/m/01j4ls,/m/02f73b,/award/award_nominee/award_nominations./award/award_nomination/award,**Predicted Relation:** /award/award_nominee/award_nominations./award/award_nomination/award,/award/award_nominee/award_nominations./award/award_nomination/award
212,/m/01qwb5,/m/08mbj5d,/common/topic/webpage./common/webpage/category,**Predicted Relation:** /education/educational_institution/students_graduates./education/education/student,/education/educational_institution/students_graduates./education/education/student
213,/m/0k8z,/m/07c1v,/business/business_operation/industry,**Predicted Relation:** /business/business_operation/industry,/business/business_operation/industry
214,/m/023l9y,/m/0l14j_,/music/artist/track_contributions./music/track_contribution/role,**Predicted Relation:** /music/instrument/instrumentalists,/music/instrument/instrumentalists
